time,temperature_c,precipitation_mm,sea_level_pressure_hpa,relative_humidity_pct
2023-04-01,10.405082,55.14014,1014.1525,74.725
2023-05-01,16.358929,22.989498,1017.13385,63.58871
2023-06-01,20.82647,45.161186,1011.80585,59.9
2023-07-01,23.123783,232.594,1012.65643,71.79032
2023-08-01,22.339289,69.83552,1013.91046,65.90323
2023-09-01,19.638489,110.962234,1017.4225,67.90833
2023-10-01,12.570208,81.53101,1015.0274,70.201614
2023-11-01,5.3338785,27.179142,1019.2583,69.85833
2023-12-01,3.6992376,78.550026,1017.9895,83.80645
2024-01-01,-3.3958972,88.3034,1017.69434,84.15323
2024-02-01,3.7444477,14.861378,1015.29395,76.844826
2024-03-01,6.5316916,106.19178,1015.1871,77.23387
2024-04-01,11.155618,127.073944,1012.6475,78.683334
2024-05-01,18.007572,118.62529,1011.004,80.52419
2024-06-01,23.138723,102.16046,1012.385,77.46667
2024-07-01,23.362036,126.661606,1015.4831,76.58871
2024-08-01,23.143572,96.515755,1016.74677,70.629036
2024-09-01,20.701414,56.9164,1017.0367,59.125
2024-10-01,14.593711,31.288868,1019.7282,53.072582
2024-11-01,7.6100674,80.4653,1016.0783,82.333336
2024-12-01,-0.025017623,44.894844,1020.40564,81.064514
